metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698542.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	13	-18.46	84.20	50.31	5	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	21	-20.67	84.14	54.67	4	
4698551.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	32	-16.10	81.89	47.83	9	
4698569.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	40	-23.32	86.70	59.40	4	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	44	-21.12	84.02	56.17	13	
4698554.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	9	-18.00	83.68	51.11	4	
4698562.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	13	-21.61	82.85	57.54	3	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	51	-22.76	85.36	58.98	12	
4698577.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	51	-18.85	84.15	51.94	7	
4698560.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	3	-12.00	67.50	45.50	2	
4698570.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	6	-17.83	75.93	55.00	5	
4698578.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	7	-15.86	72.29	54.00	5	
4698542.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	1	-9.00	63.64	44.00	1	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	4	-17.00	78.51	51.00	4	
4698551.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	1	-7.00	64.10	39.00	1	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	3	-10.33	75.86	41.00	2	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	6	-18.17	75.72	56.17	4	
4698577.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	1	-15.00	82.22	45.00	1	
4698560.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	181	-23.79	98.56	54.01	5	
4698570.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	58	-23.55	98.11	54.56	5	
4698546.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	49	-25.57	98.86	56.61	3	
4698578.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	142	-27.27	98.37	60.59	4	
4698553.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	140	-26.10	98.65	58.14	4	
4698542.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	37	-22.05	99.05	50.81	4	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	44	-23.30	98.46	53.58	4	
4698551.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	133	-22.36	98.81	52.00	5	
4698569.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	176	-24.91	98.50	56.10	7	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	189	-22.51	98.52	52.59	6	
4698554.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	11	-24.64	97.70	55.27	2	
4698562.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	15	-31.92	96.92	67.08	4	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	221	-24.72	98.86	55.84	7	
4698577.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite transporter from formate/nitrite family	147	-25.21	99.07	56.51	4	
4698569.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase component NapD	1	-8.00	65.96	47.00	1	
4698560.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase component NapE	1	-12.00	80.95	42.00	1	
4698551.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase component NapE	1	-10.00	87.88	33.00	1	
4698560.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1	-15.00	92.31	39.00	1	
4698570.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1	-24.00	80.00	65.00	1	
4698546.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	2	-35.50	94.29	74.00	1	
4698553.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	2	-21.00	86.19	55.00	1	
4698542.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	2	-19.50	90.00	48.50	1	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1	-40.00	91.46	82.00	1	
4698551.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1	-14.00	94.59	37.00	1	
4698569.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	3	-17.00	89.69	45.67	1	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1	-12.00	97.14	35.00	1	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	2	-17.50	95.22	43.50	2	
4698577.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	4	-15.33	85.14	44.00	3	
4698560.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	141	-23.78	92.15	60.55	8	
4698570.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	38	-21.08	91.90	56.03	5	
4698546.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	39	-24.41	90.42	63.46	6	
4698578.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	139	-25.11	91.00	64.02	9	
4698553.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	111	-25.50	93.49	63.30	7	
4698542.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	34	-21.26	90.13	58.03	7	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	43	-24.05	92.01	61.63	6	
4698551.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	107	-24.08	93.14	60.59	6	
4698569.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	122	-25.90	92.71	64.25	7	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	114	-21.49	91.89	56.85	8	
4698554.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	20	-23.45	93.82	59.50	4	
4698562.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	25	-24.36	93.18	61.68	3	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	133	-22.54	90.84	59.41	9	
4698577.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	119	-25.71	90.88	65.38	8	
4698560.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	2	-32.50	84.82	72.00	1	
4698570.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	8	-17.57	81.75	48.86	5	
4698578.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	23	-25.13	86.81	58.65	2	
4698574.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	11	-21.75	84.18	55.12	5	
4698551.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	3	-20.00	85.71	48.67	1	
4698548.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	21	-23.19	86.94	55.81	5	
4698554.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	1	-12.00	85.00	40.00	1	
4698562.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	1	-12.00	85.00	40.00	1	
4698582.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	27	-25.48	85.31	60.05	4	
4698577.3	Nitrogen Metabolism	-	Nitric oxide synthase	Manganese superoxide dismutase (EC 1.15.1.1)	9	-15.75	86.72	44.50	4	
4698560.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	90	-18.09	77.42	55.81	20	
4698570.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	23	-12.25	73.13	46.54	12	
4698546.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	43	-21.09	81.88	60.00	11	
4698578.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	118	-21.84	84.47	58.47	18	
4698553.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	22	-16.25	80.79	50.00	8	
4698542.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	29	-15.36	81.78	49.68	10	
4698574.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	21	-14.90	75.04	48.72	14	
4698551.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	51	-13.82	79.15	46.02	14	
4698569.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	26	-16.35	81.65	49.31	10	
4698548.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	88	-14.17	75.96	49.23	18	
4698554.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	11	-24.00	84.12	64.33	5	
4698562.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	14	-25.58	84.61	66.25	6	
4698582.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	130	-15.83	75.23	53.64	24	
4698577.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	61	-15.24	75.50	51.78	19	
4698582.3	Nitrogen Metabolism	-	Nitrogen fixation	Nitrogenase (iron-iron) transcriptional regulator	1	-8.00	70.73	41.00	1	
4698551.3	Nitrogen Metabolism	-	Nitrogen fixation	Nitrogenase (molybdenum-iron)-specific transcriptional regulator NifA	1	-7.00	64.10	39.00	1	
4698560.3	Nitrogen Metabolism	-	Nitrogen fixation	Nitrogenase (vanadium-iron) transcriptional regulator VnfA	1	-5.00	72.73	33.00	1	
4698578.3	Nitrogen Metabolism	-	Nitrogen fixation	Nitrogenase (vanadium-iron) transcriptional regulator VnfA	1	-5.00	64.52	31.00	1	
4698560.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	3	-9.00	67.44	43.00	1	
4698578.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	2	-8.00	66.64	42.00	1	
4698553.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	1	-9.00	67.44	43.00	1	
4698574.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	2	-9.00	67.44	43.00	1	
4698569.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	2	-6.00	66.75	37.50	1	
4698548.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	1	-9.00	67.44	43.00	1	
4698554.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	1	-9.00	67.44	43.00	1	
4698562.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	2	-7.00	67.06	39.50	1	
4698582.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	1	-9.00	67.44	43.00	1	
4698577.3	Nitrogen Metabolism	-	Nitrosative stress	Flavohemoprotein	1	-9.00	67.44	43.00	1	
4698560.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	3	-22.00	69.57	74.00	2	
4698570.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	2	-15.33	64.85	62.33	2	
4698578.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	8	-18.78	68.15	67.67	7	
4698553.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	1	-14.00	69.81	53.00	1	
4698574.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	1	-25.00	70.89	79.00	1	
4698551.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	3	-15.00	67.72	58.67	3	
4698569.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	4	-18.00	66.51	68.00	2	
4698548.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	2	-10.00	71.29	45.50	2	
4698554.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	2	-11.00	70.09	47.50	2	
4698562.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	2	-11.50	69.22	49.00	2	
4698582.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	7	-20.29	67.45	70.72	3	
4698577.3	Nitrogen Metabolism	-	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	4	-15.40	65.03	61.80	4	
4698560.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	3	-7.00	86.35	27.00	1	
4698570.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	2	-11.50	66.19	49.50	2	
4698546.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	1	-8.00	74.36	39.00	1	
4698578.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	14	-14.75	67.25	58.00	3	
4698553.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	1	-21.00	76.19	63.00	1	
4698574.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	2	-8.50	77.65	33.00	2	
4698551.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	1	-6.00	85.19	27.00	1	
4698569.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	2	-11.00	73.79	44.00	2	
4698548.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	11	-12.00	73.42	43.67	3	
4698554.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	1	-8.00	67.57	37.00	1	
4698562.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	2	-12.50	62.09	58.00	1	
4698582.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	11	-11.62	74.09	43.46	2	
4698577.3	Nitrogen Metabolism	-	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	3	-16.00	69.30	59.67	3	
4698560.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	36	-23.45	86.71	61.80	4	
4698570.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	11	-21.18	90.18	56.64	1	
4698546.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	7	-25.00	86.64	63.14	2	
4698578.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	38	-20.51	88.62	55.26	3	
4698553.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	25	-25.85	88.52	65.96	3	
4698542.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	6	-17.62	79.09	55.62	3	
4698574.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	8	-21.38	88.22	57.00	1	
4698551.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	27	-20.89	87.80	55.79	4	
4698569.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	22	-21.61	88.42	58.44	3	
4698548.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	30	-17.55	85.46	51.76	4	
4698554.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	4	-19.50	92.66	53.25	1	
4698562.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	6	-17.50	93.10	49.17	1	
4698582.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	33	-20.65	87.45	56.16	4	
4698577.3	Nitrogen Metabolism	-	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	26	-18.56	83.95	55.69	4	
4698546.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	1	-19.00	67.19	64.00	1	
4698578.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	1	-16.00	65.00	60.00	1	
4698553.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	2	-10.50	67.62	41.00	2	
4698542.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	1	-7.00	75.00	32.00	1	
4698574.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	1	-15.00	62.30	61.00	1	
4698569.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	2	-7.00	78.47	38.50	2	
4698548.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	1	-15.00	65.52	58.00	1	
4698582.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	2	-14.50	68.75	55.50	2	
4698577.3	Nitrogen Metabolism	-	Nitrosative stress	NnrS protein involved in response to NO	4	-12.00	66.35	51.25	4	
